anime_id,song_name,type
2609,"#3: ""Sea -Tsuki no Akari- (Sea -月のあかり-)"" by Yumi Kikuchi (ep 14)",ending_theme
15605,"""BELOVED×SURVIVAL"" by Gero",opening_theme
15605,"""14 to 1"" by ASAHINA Bros.+JULI",ending_theme
31741,"""Spotlight (スポットライト)"" by PENGUIN RESEARCH",opening_theme
31741,"""Polaris (ポラリス)"" by Fujifabric",ending_theme
1569,"""Love Power"" by Aice5",opening_theme
1569,"""Beautiful day"" by Yui Sakakibara",ending_theme
732,"""Your Song"" by TM NETWORK",ending_theme
2246,"""Kagen no Tsuki"" by Ryouta Komatsu and Charlie Kosei",opening_theme
2246,"""Natsu no Hana"" by JUJU",ending_theme
31683,"""Princess Durandal"" by Satsuki Nakano (Sayaka Horino)",ending_theme
997,"""Moonlight Densetsu"" by Moon Lips",opening_theme
997,"""Moonlight Destiny"" by Hiroko Asakawa",ending_theme
18139,"""Meiwaku Spectacle (迷惑スペクタクル)"" by Kana Hanazawa",opening_theme
18139,"#1: ""Set Them Free"" by Akira Jimbo (神保 彰) (eps 1-9, 11-21)",ending_theme
18139,"#2: ""Set Them Free 〜Another Version〜"" by Akira Jimbo (神保 彰) (ep 10)",ending_theme
519,"""Daiji Da・I・Ji"" by Saiki Mia and Shiraishi Ryoko",opening_theme
519,"""Boku no SPEED de"" by Chihiro Yonekura",ending_theme
1863,"""ONE FOR EVERYONE"" by GODIEGO",opening_theme
1863,"""Ten Made Todoke"" by The Cobratwisters",ending_theme
2571,"""Mitsubachi Maya no Bouken (みつばちマーヤの冒険)"" by Cheetah and the Honey Bee Choir",opening_theme
2571,"#1: ""Oyasumi Maya (おやすみマーヤ)"" by Cheetah and the Honey Bee Choir",ending_theme
2571,"#2: ""Shinjuiro no Waltz (真珠色のワルツ)"" by Cheetah and the Honey Bee Choir",ending_theme
28221,"""Retry☆Rendezvous (リトライ☆ランデヴー)"" by Nyaa-tan (Rie Murakawa)",opening_theme
28221,"#01: ""blue moment"" by Sol=Lull BOB (Nyaa-tan) (ep 1)",ending_theme
28221,"#02: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan) (ep 2)",ending_theme
28221,"#03: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan) (ep 3)",ending_theme
28221,"#04: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan) (ep 4)",ending_theme
28221,"#05: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan) (ep 5)",ending_theme
28221,"#06: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan, Shima-tan) (ep 6)",ending_theme
28221,"#07: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan, Shima-tan, Shaa-tan) (ep 7)",ending_theme
28221,"#08: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan, Shima-tan, Shaa-tan, Uma-tan) (ep 8)",ending_theme
28221,"#09: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan, Shima-tan, Shaa-tan, Uma-tan, Piyo-tan) (ep 9)",ending_theme
28221,"#10: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan, Shima-tan, Shaa-tan, Uma-tan, Piyo-tan, Kii-tan, Inu-tan) (ep 10)",ending_theme
28221,"#11: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan, Shima-tan, Shaa-tan, Uma-tan, Piyo-tan, Kii-tan, Inu-tan, Dora-tan) (ep 11)",ending_theme
28221,"#12: ""blue moment"" by Sol=Lull BOB (Nyaa-tan, Moo-tan, Uri-tan, Usa-tan, Mei-tan, Shima-tan, Shaa-tan, Uma-tan, Piyo-tan, Kii-tan, Inu-tan, Dora-tan, Chuu-tan) (ep 12)",ending_theme
16405,"#01: ""Osaka Beautiful Name (大阪ビューティフル・ネーム)"" by Kana Asumi (ep 1)",ending_theme
16405,"#02: ""I&#039;m proud Osaka (I&#039;m proud 大阪)"" by Kana Asumi (ep 2)",ending_theme
16405,"#03: ""Sasubee wa Itsumo Ame (さすべえはいつも雨)"" by Kana Asumi (ep 3)",ending_theme
16405,"#04: ""Namiwa no Love Song (浪花のラブソング)"" by Kana Asumi (ep 4)",ending_theme
16405,"#05: ""Hanshin no Omoide ga Ippai"" (阪神の思い出がいっぱい)"" by Kana Asumi (ep 5)",ending_theme
16405,"#06: ""Negiri no Ballad (値切りのバラード)"" by Kana Asumi (ep 6)",ending_theme
16405,"#07: ""Kiyou yo Doubutsu Gara no Fuku (きようよ どうぶつ柄の服)"" by Kana Asumi (ep 7)",ending_theme
16405,"#08: ""Jikai Yokoku no Uta (次回予告の歌)"" by Kana Asumi (ep 8)",ending_theme
16405,"#09: ""Motteke! Taisou Fuku (もってけ！体操ふく)"" by Kana Asumi (ep 9)",ending_theme
16405,"#10: ""Mahou no Kotoba: Osaka‐Ben (魔法の言葉〜Osaka-Ben〜)"" by Kana Asumi (ep 10)",ending_theme
16405,"#11: ""Omrice no Onna (オムライスの女)"" by Kana Asumi (ep 11)",ending_theme
16405,"#12: ""LA LA LA OINARI SONG (LA・LA・LA・OINARI SONG)"" by Kana Asumi (ep 12)",ending_theme
30030,"""Magical☆Change (マジカル☆チェンジ)"" by Magical☆Dreaming (マジカル☆どりーみん)",opening_theme
30030,"#1: ""Tell Me! Tell Me!"" by Dorothy Little Happy (eps 1-13)",ending_theme
30030,"#2: ""Baby, Love Me!"" by GEM (eps 14-26)",ending_theme
30030,"#3: ""Magical☆Kiss"" by X21 (eps 27-39)",ending_theme
12951,"""Rocket Dive"" by Spread Beaver, Hide",opening_theme
12951,"""Don&#039;t Ask Me Why"" by Zeppet Store",ending_theme
33541,"""Galaxy Party ~Uchuu no Mannaka de Party Shiyou!~ (Galaxy Party ～宇宙の真ん中でパーティーしよう！～)"" by Mirai (Natsuko Hara), Asuka (Sora Tokui), Kyouko (Rico Sasaki)",opening_theme
33541,""" Zettai Teki Seiten Aozora (絶対的晴天青空)"" by aki a.k.a Aki Deguchi",ending_theme
21743,"#1: ""Biran no Kaze (毘藍ノ風)"" by Ryuuji Aoki (eps 2-6)",opening_theme
21743,"#2: ""Ryuuten no Hi (流転ノ陽)"" by Ryuuji Aoki (eps 8-11)",opening_theme
21743,"""ATTITUDE TO LIFE"" by Galneryus",ending_theme
339,"""Duvet"" by BOA",opening_theme
339,"""Tooi Sakebi (遠い叫び)"" by Reichi Nakaido",ending_theme
12015,"""Earth Diver"" by NOVELS",opening_theme
12015,"""Linear Blue wo Kiki Nagara (リニアブルーを聴きながら)"" by UNISON SQUARE GARDEN",ending_theme
31631,"#01: ""Panorama (パノラマ)"" by Kanjani∞ (関ジャニ∞) (eps 1-48)",opening_theme
31631,"#02: ""Bokura Kyou mo Ikiteiru (僕ら今日も生きている)"" by Johnny&#039;s West (eps 49-)",opening_theme
3154,"""Let&#039;s Fly"" by Lance Matthew",ending_theme
10562,"""Dash! Machine Yabusa (ダッシュ!マシンハヤブサ)"" by Columbia Yurikago Kai, Ichirou Mizuki",opening_theme
10562,"""Grand Prix Boogie (グランプリ・ブギ)"" by Ichirou Mizuki",ending_theme
7761,"""Kibou no Uchuu no..."" by Ueda Yuuji",opening_theme
7761,"""Happy Go Lucky Ending"" by Kanmuri Tetsuya",ending_theme
18679,"#1: ""Sirius (シリウス)"" by Eir Aoi (eps 2-14)",opening_theme
18679,"#2: ""ambiguous"" by GARNiDELiA (eps 16-23)",opening_theme
18679,"#1: ""Sirius (シリウス)"" by Eir Aoi (eps 1, 15)",ending_theme
18679,"#2: ""Gomen ne, Iiko ja Irarenai. (ごめんね、いいコじゃいられない。)"" by Miku Sawai (eps 2-14, 24)",ending_theme
18679,"#3: ""Shinsekai Koukyougaku (新世界交響楽)"" by Sayonara Ponytail (さよならポニーテール) (eps 16-23)",ending_theme
1457,"""In the Night"" by Sario Kijima",opening_theme
1457,"#1: ""Watashi ga Soba ni Iru"" by Sario Kijima (eps 1-13)",ending_theme
1457,"#2: ""Passenger"" by Tamiya Terashima (ep 14)",ending_theme
1457,"#3: ""Galaxy in my Hands"" by Junko Iwao (ep 15)",ending_theme
779,"""Happy Birthday"" by Kyoko",ending_theme
2885,"#01: ""Shonen no Hane"" by Saru Ganseki (ep 1-12)",opening_theme
2885,"#02: ""You&#039;re Mine"" by NONKEYS (ep 13-23)",opening_theme
1574,"#1: ""Silent Moon"" by HIRO☆TAKAMI",opening_theme
1574,"#2: ""READY?"" by Kousuke Kujirai",opening_theme
1574,"#1: ""Straight From My Heart"" by Northern Bright",ending_theme
1574,"#2: ""Second Stage"" by Nasuka",ending_theme
177,"""BLAZE"" by KINYA",opening_theme
177,"""Loop"" by Sakamoto Maaya",ending_theme
35839,"""The Girls Are Alright!"" by saya",opening_theme
35839,"""Koko kara, Koko kara (ここから、ここから)"" by Mari Tamaki (Inori Minase), Shirase Kobuchizawa (Kana Hanazawa), Hinata Miyake (Yuka Iguchi), Yuzuki Shiraishi (Saori Hayami)",ending_theme
21179,"""Lightning Bolt (Garyuu Shouten, 臥龍昇天)"" by Maiko Hashimoto",opening_theme
18205,"""Kokoro Odoro! ~co color, oh draw~ (ココロ踊ろ! 〜co color,oh draw〜)"" by ellie",ending_theme
275,"""（ＬＯＶＥ）∞"" by Miyu Matsuki, Sanae Kobayashi, Sayaka Ohara, Mayumi Yoshida and Kiyomi Asai",opening_theme
275,"""ONLY YOU"" by Ayano Ahane",ending_theme
3784,"""Beautiful World -PLANiTb Acoustica Mix-"" by Hikaru Utada",ending_theme
3665,"""A Story of Time"" by AKEMI",opening_theme
3665,"#1: ""Our Trail"" by Kei Ogura (eps 1-14)",ending_theme
3665,"#2: ""The Promised Future"" by Kei Ogura (eps 15-28)",ending_theme
2307,"""Rinka (Cold Flower)"" by Raimu-tai",opening_theme
2307,"#1: ""Gakuen Tengoku (Academy Paradise)"" by Raimu-tai",ending_theme
2307,"#2: ""Eternal"" by Raimu-tai",ending_theme
16419,"""Happy Go Lucky! Doki Doki! PreCure (Happy Go Lucky! ドキドキ! プリキュア)"" by Tomoyo Kurosawa",opening_theme
16419,"#1: ""Kono Sora no Mukou (この空の向こう)"" by Hitomi Yoshida (eps 1-26)",ending_theme
16419,"#2: ""Love Link (ラブリンク)"" by Hitomi Yoshida (eps 27-)",ending_theme
34126,"""Last Desire"" by Maon Kurosaki (eps 4-10)",opening_theme
34126,"#1: ""Watari no Uta (渡りの詩)"" by Aoi Tada (ep 3)",ending_theme
34126,"#2: ""Instincts"" by Runa Mizutani (eps 4-10)",ending_theme
34126,"#3: ""CANOE"" by Aoi Tada (ep 11)",ending_theme
2165,"""Gegege no Kitaro"" by Shigeru Izumiya",opening_theme
2165,"""Urameshiya"" by Hidekazu Nagai",ending_theme
5272,"""Boku wa Umareta (僕は生まれた)"" by Kamifusen",ending_theme
23351,"""Nekome Kozou (猫目小僧)"" by Columbia Yurikago Kai, Horie Mitsuko",opening_theme
280,"#1: ""Tondemo Nothing ~Doki☆Doki Animal Yokocho no Uta no Maki~"" by Ami with Iyo, Kenta, Issa",opening_theme
280,"#2: ""Love chu You!!"" by Ribbon Girl",opening_theme
280,"#1: ""Fantasista Girl"" by the Indigo",ending_theme
280,"#2: ""Sweetie"" by Fumiko Orikasa",ending_theme
1699,"""Inori ~You Raise Me Up~"" by Lena Park",opening_theme
1699,"#1: ""サイクロン"" (""Cyclone"") by 12012 (eps 1-14)",ending_theme
1699,"#2: ""Good bye, Yesterday"" by Mizrock (eps 15-23)",ending_theme
1699,"#3: ""You Raise Me Up"" by Lena Park (ep 24)",ending_theme
11103,"""Labyrinth"" by MIQ",opening_theme
11103,"""Kayowaki Juujika no Ai"" by KEI",ending_theme
16067,"#1: ""lull ~Soshite Bokura wa~ (lull ～そして僕らは～)"" by Ray (eps 1-13)",opening_theme
16067,"#2: ""ebb and flow"" by Ray (eps 14-24)",opening_theme
16067,"#1: ""Aqua Terrarium (アクアテラリウム)"" by Nagi Yanagi (eps 1-13)",ending_theme
16067,"#2: ""Mitsuba no Musubime (三つ葉の結びめ)"" by Nagi Yanagi (eps 14-25)",ending_theme
16067,"#3: ""lull〜Earth color of a calm〜"" by Ray (ep 26)",ending_theme
29437,"""DYNAMITE"" by Mai Kuraki",opening_theme
29437,"""Kimi e no Uso (君への嘘)"" by VALSHE",ending_theme
28625,"""Door"" by EGOIST",ending_theme
317,"""Calling"" by Kyosuke Himuro",ending_theme
32271,"""Kadenz"" by Yui Sakakibara",opening_theme
32271,"""Opera (オペラ)"" by Phero☆Men",ending_theme
8995,"""Honto Uso (ホ・ン・ト・ウ・ソ)"" by Me",opening_theme
8995,"#1: ""Tagatame no Sekai (誰ガ為ノ世界)"" by Akiko Shikata (ep 1)",ending_theme
8995,"#2: ""Ibitsu (歪)"" by Akiko Shikata (ep 2)",ending_theme
8995,"#3: ""Hikari Furu Basho De ~Promesse~ (光降る場所で～Promesse～)"" by Akiko Shikata (ep 3)",ending_theme
8995,"#4: ""Kaze wa Harukana Asu wo Shiru (風は遥かな明日を知る)"" by Akiko Shikata (ep 3)",ending_theme
32951,"""Blow out"" by Konomi Suzuki",opening_theme
32951,"""Precious You☆"" by Sistine Fibel (Akane Fujita), Rumia Tingel (Yume Miyamoto), Re=L Rayford (Ari Ozawa)",ending_theme
19067,"#1: ""Card of the Future"" by Suara &  Psychic Lover (eps 1-46)",opening_theme
19067,"#2: ""Buddy Buddy BAAAAAN!! (バディバディBAAAAAN!!)"" by Gaou Mikado (Marie Mizuno) & Baku Oomori (Shuuta Morishima) (eps 47-64)",opening_theme
19067,"#1: ""Buddy Buddy Fight!"" by Sora Tokui (eps 1-24)",ending_theme
19067,"#2: ""Natsuiro Fighting!! (夏色Fighting!!)"" by Sora Tokui (eps 25-46)",ending_theme
19067,"#3: ""Shiny Up! (シャイニーアップ!)"" by Hanako Mikado (Suzuko Mimori) (eps 47-??)",ending_theme
303,"#1: ""Denwa Shite Iwa-chan"" by Yuki Ishii (eps 01-24)",ending_theme
303,"#2: ""XXX (Kiss Kiss Kiss)"" by Splash (eps 25-48)",ending_theme
744,"""C.H.O.C.O."" by Tange Sakura & Hikami Kyoko",opening_theme
744,"#1: ""Nee Nani de... (ねぇ 何で...)"" by Rie Yoshizawa (eps 1-12)",ending_theme
744,"#2: ""Anata ni Aitakute: Missing You (あなたに逢いたくて~Missing You~)"" by Sakura Tenge, Kyouko Hikami (eps 13-20)",ending_theme
958,"""Face"" by Try Force",opening_theme
958,"#1: ""Kokoro no Sukima (Gap in the Heart)"" by WYSE",ending_theme
958,"#2: ""Hikari (Light)"" by Saeko Chiba",ending_theme
3185,"""Good Fine Everyday"" by sus4",opening_theme
3185,"""Hoshi no Koe (星の声)"" by Sus4",ending_theme
5419,"""Kiiroi Vacances"" by Momotsuki Gakuen 1 Nen C Gumi",opening_theme
5419,"""Moonlight Love"" by Momotsuki Gakuen Icchinen de ~ Gumi",ending_theme
23213,"#01: ""Kaette Kita Ultraman (帰ってきたウルトラマン)"" by AOP (ep 1)",ending_theme
23213,"#02: ""Olympus no Pollon (オリンポスのポロン)"" by AOP (ep 2)",ending_theme
23213,"#03: ""Taiyou Sentai Sun Vulcan (太陽戦隊サンバルカン)"" by AOP (ep 3)",ending_theme
23213,"#04: ""Aoi Chikyuu (青い地球)"" by AOP (ep 4)",ending_theme
23213,"#05: ""Honto no Kiss wo Okaeshi ni (ほんとのキスをお返しに)"" by AOP (ep 5)",ending_theme
23213,"#06: ""Kikoeru Kashira (きこえるかしら)"" by AOP (ep 6)",ending_theme
23213,"#07: ""Mach Baron (マッハバロン)"" by AOP (ep 7)",ending_theme
23213,"#08: ""Getter Robo! (ゲッターロボ!)"" by AOP (ep 8)",ending_theme
23213,"#09: ""Tatakae! Ultraman (戦え!ウルトラマン)"" by AOP (ep 9)",ending_theme
23213,"#10: ""Ai no Kinjitou (愛の金字塔)"" by AOP (ep 10)",ending_theme
23213,"#11: ""Ginga Senpuu Braiger (銀河旋風ブライガー)"" by AOP (ep 11)",ending_theme
23213,"#12: ""Mimi-chan to Panda Kopanda (ミミちゃんとパンダ・コパンダ)"" by AOP (ep 12)",ending_theme
23213,"#13: ""Uchuu Senkan Yamato (宇宙戦艦ヤマト)"" by AOP (ep 13)",ending_theme
34051,"""Ikken Rakuchaku Goyoujin (一件落着ゴ用心)"" by Earphones",opening_theme
34051,"#01: ""B Ambitious!"" by YuiKaori (ep 1)",ending_theme
34051,"#02: ""Rirai Mirai (リライミライ)"" by MimimemeMimi (ep 2)",ending_theme
34051,"#03: ""Sanki Tousen! (サンキトウセン!)"" by Earphones (Rie Takahashi, Yuki Nagaku, Marika Kouno) (ep 3, 11)",ending_theme
34051,"#04: ""Sanki Tousen! (サンキトウセン!)"" by Manias (Rie Takahashi, Yuki Nagaku, Marika Kouno) (ep 4)",ending_theme
34051,"#05: ""Chou Hannou Girl (超反応ガール)"" by AOP (ep 5)",ending_theme
34051,"#06: ""Kokoro no Memory (心のメモリー)"" by every♥ing! (ep 6)",ending_theme
34051,"#07: ""Koi ni Shinzan! (恋に新参！)"" by Shoko Nakagawa (ep 7)",ending_theme
34051,"#08: ""Fighting☆Dramatic"" by Milky Holmes (ep 8)",ending_theme
34051,"#09: ""Sekai Jyuu no AKIHABARA de (セカイじゅうのAKIHABARAで)"" by Momoi Haruko (ep 9)",ending_theme
34051,"#10: ""Kuufuku Kara Yarinaose! (空腹からやりなおせ！)"" by petit milady",ending_theme
34051,"#11: ""DIVE TO LIVE"" by i☆Ris",ending_theme
2780,"""Kayu (加油)"" by Kome Kome Club",ending_theme
34537,"""Kouya wo Aruke (荒野を歩け)"" by ASIAN KUNG-FU GENERATION",ending_theme
960,"""True Bitter Love"" by Andy Lau",opening_theme
960,"#2: ""Zhen Qing Zhen Mei"" by Maki Otsuki (eps 46-52)",ending_theme
8560,"""If"" by French Kiss",opening_theme
8560,"#1: ""Ijiwaru na Koi (いじわるな恋)"" by Kanae Itou (ep 1)",ending_theme
8560,"#2: ""Mirai Kinembi (未来記念日)"" by Kanae Itou (ep 2)",ending_theme
2892,"#01: ""Hakushon Daimaou no Uta (ハクション大魔王のうた)"" by Yuri Shimazaki",opening_theme
2892,"#02: ""Akubi Musume (アクビ娘)"" by Mitsuko Horie",opening_theme
2892,"#01: ""Akubi Musume (アクビ娘)"" by Mitsuko Horie",ending_theme
2892,"#02: ""Hakushon Daimaou no Uta (ハクション大魔王のうた)"" by Yuri Shimazaki",ending_theme
30300,"""Gekijouron (激情論)"" by ZAQ",opening_theme
30300,"""Lovely ♥ Devil (らぶりぃ♥でびる)"" by Occult Kenkyuubu Girls (Yoko Hikasa, Shizuka Itou, Azumi Asakura, Ayana Taketatsu, Risa Taneda, Ayane Sakura)",ending_theme
18153,"""Kyoukai no Kanata (境界の彼方)"" by Minori Chihara",opening_theme
18153,"""Daisy"" by STEREO DIVE FOUNDATION",ending_theme
2200,"""Ike! Zambot 3 (行け!ザンボット3)"" by The Chirps, Kouichiro Hori, The Bluesun Four",opening_theme
2200,"""Uchuu no Hoshi yo Eien ni (宇宙の星よ永遠に)"" by The Chirps, Kouichiro Hori, The Bluesun Four",ending_theme
1276,"""Endless History (The Morning Grow)"" by Sound Team JDK",ending_theme
7333,"""Doukoku no Ame"" by GRANRODEO",opening_theme
7333,"""Yakusoku no Chi e"" by 2HEARTS",ending_theme
34618,"""Bon Appétit♡S (ぼなぺてぃーと♡S)"" by Blend A (Azumi Waki, Akari Kito, Anzu Haruno)",opening_theme
34618,"#1: ""Detarame na Minus to Plus ni Okeru Blend Ko (デタラメなマイナスとプラスにおけるブレンド考)"" by BLEND-A (Azumi Waki, Akari Kito, Anzu Haruno) (eps 1-11)",ending_theme
34618,"#2: ""Bon Appétit♡S (ぼなぺてぃーと♡S)"" All staff version by Maika Sakuranomiya (Azumi Waki), Kaho Hinata (Akari Kito), Mafuyu Hoshikawa (Anzu Haruno), Hideri Kanzaki (Sora Tokui), Miu Amano (Atsumi Tanezaki), Dino (Tomoaki Maeno), Kouyou Akizu",ending_theme
1719,"""Baragoku Otome (薔薇獄乙女)"" by ALI PROJECT",opening_theme
1719,"""Utsusemi no Kage (空蝉ﾉ影)"" by kukui",ending_theme
2227,"""LADY"" by Shonentai",opening_theme
2227,"""Futari dake no Mūnraito"" by Shonentai",ending_theme
24347,"""Tachiagariyo (立ち上がリーヨ)"" by T-Pistonz",opening_theme
24347,"""Seishun oden (青春おでん)"" by Aoi Sorano (Sayaka Kitahara) & Midori Seto (Mina) & Akane Yamada (Yurin) & Kinako Nanobana (Aoi Yuuki)",ending_theme
23775,"#1: ""Guren no Zahyou (紅蓮の座標)"" by Linked Horizon",ending_theme
23775,"#2: ""YAMANAIAME"" by Hiroyuki Sawano feat. Mica Caldito & mpi & Mika Kobayashi",ending_theme
3840,"""Never looking back"" by Rie",opening_theme
3840,"#1: ""qué sera-sera"" by TASO (eps 1-8)",ending_theme
3840,"#2: ""Kokoroyo Kaze ni Nare"" by TASO (eps 9-12)",ending_theme
17549,"""Nanairo Biyori (なないろびより)"" by nano.RIPE",opening_theme
17549,"""Non Non Biyori (のんのん日和)"" by Renge Miyauchi (Kotori Koiwai), Hotaru Ichijou (Rie Murakawa), Natsumi Koshigaya (Ayane Sakura), Komari Koshigaya (Kana Asumi)",ending_theme
3010,"""ZORRO"" by Masaki Endo",opening_theme
3010,"""Hustle"" by ŽRŽ Ge",ending_theme
1985,"""Tobe! Grendizer (とべ! グレンダイザー)"" by Isao Sasaki, Columbia Yurikago Kai",opening_theme
1985,"""Uchuu no Ouja Grendizer (宇宙の王者グレンダイザー)"" by Isao Sasaki, Koorogi &#039;73",ending_theme
19207,"""EXAMINATION"" by Sakura Tange (ep 1)",opening_theme
8635,"""Otome Ryouran☆Battle PARTY (乙女繚乱☆ばとるPARTY)"" by Touen no San Shimai (Ryubi - Mai Goto, Kan&#039;U - Nami Kurokawa & Chouhi - Hiroka Nishizawa)",ending_theme
33027,"""To be continued…"" by flumpool",opening_theme
33027,"""Chikutaku (チクタク)"" by edda",ending_theme
4550,"""Suppin Rock (スッピンロック)"" by Mana Ogawa",opening_theme
4550,"""Namida Namida Namida (涙 NAMIDA なみだ)"" by Aya Hirano",ending_theme
8206,"#1: ""Little Princess (リトル ぷりんせす)"" by Lilpri (eps 1-25)",opening_theme
8206,"#2: ""Idolulu (アイドルール)"" by Lilpri (eps 26-51)",opening_theme
8206,"#1: ""Otona ni Narutte Muzukashii!!!"" by S/mileage (eps 1-25)",ending_theme
8206,"#2: ""Vira Vira Virou"" by Lilpri (eps 26-51)",ending_theme
32961,"""Divine Spell"" by TRUE",opening_theme
32961,"""Patria"" by Minami",ending_theme
8410,"#01: ""Galaxy Heart"" by YU+KI (eps 2-11, 26-51)",opening_theme
8410,"#02: ""SPINNING THE WORLD"" by Noa (eps 12-25)",opening_theme
8410,"""Oozora wo Koeteyuke"" by Odoriba Soul (踊り場ソウル)",ending_theme
34984,"""Nostalgic Rainfall (ノスタルジックレインフォール)"" by CHiCO with HoneyWorks",opening_theme
34984,"""Ref:rain"" by Aimer",ending_theme
16742,"""Watashi ga Motenai no wa Dou Kangaete mo Omaera ga Warui (私がモテないのはどう考えてもお前らが悪い)"" by Konomi Suzuki n&#039; Kiba of Akiba",opening_theme
16742,"#1: ""Dou Kangaete mo Watashi wa Warukunai (どう考えても私は悪くない)"" by Tomoko Kuroki (Izumi Kitta) (eps 1, 3, 4, 7-10, 12)",ending_theme
16742,"#2: ""Musou Renka (夢想恋歌)"" by Velvet.kodhy (ep 2)",ending_theme
16742,"#3: ""Yoru no Tobari yo, Sayounara (夜のとばりよ、さようなら)"" by Velvet. kodhy (ep 5)",ending_theme
16742,"#4: ""Natsu Matsuri"" (夏祭り) by Utsu-P & Minatsukitoka, feat. Hatsune Miku (ep 6)",ending_theme
16742,"#5: ""Sokora no Nuigurumi no Fuusen to Watashi (そこらの着ぐるみの風船と私)"" by Velvet.kodhy and Velvet.kodhy and μ and μ (Velvet.kodhyとVelvet.kodhyとuとu) (ep 11)",ending_theme
1590,"""Kaze no Legends"" by Kyoko",opening_theme
1590,"#1: ""Dounimo Tomaranai~Nonstop"" by Brenda Vaughn (eps 1-37)",ending_theme
1590,"#2: ""Dounimo Tomaranai~Nonstop"" Linda Yamamoto (eps 38-49)",ending_theme
12437,"""Yuri Seijin Naoko-san (Shin Version) (百合星人ナオコサン(新バージョン))"" by Mi-Ko",opening_theme
12437,"""Photon Belt Kankou Hotel (フォトンベルト観光ホテル)"" by Mi-Ko",ending_theme
19697,"#1: ""Grow Slowly"" by Yuka Iguchi (ep 1)",ending_theme
19697,"#2: ""Links (リンクス)"" by Sachika Misawa (ep 2)",ending_theme
2036,"#01: ""君にスマイル (Kimi ni Smile)"" by Nayu Niibori",opening_theme
2036,"#02: ""Miracle Power"" by Shizuka Nakayama",opening_theme
2036,"#01: ""Twinkle Star"" by Saeko Chiba",ending_theme
2036,"#02: ""Comet Song"" by Sayuri Tanaka",ending_theme
1059,"""Power-Up Turtles"" by Hironobu Kageyama",opening_theme
1059,"""Chikyuu wa Ogenki (The Earth is Safe)"" by MOKKUN",ending_theme
926,"""Transformers V (Victory) (トランスフォーマーV（ビクトリー）)"" by Kouji Kaya & Mori no Kiji Dougatsu Shoudan",opening_theme
926,"""Cybertron Banzai"" by Korogi &#039;73",ending_theme
3661,"""Itsu no Hi mo (いつの日も)"" by Michie Tomizawa",ending_theme
4332,"""Gekkou Kamen wa Dare Deshou (月光仮面は誰でしょう)"" by Hibari Jidou Gasshoudan, Bonny Jacks",opening_theme
4332,"""Gekkou Kamen no Uta (月光仮面のうた)"" by Bonny Jacks",ending_theme
4101,"#1: ""and yet"" by Suther Rand",opening_theme
4101,"#2: ""Sora no Mukou no Mukou"" by Naru Kawamoto",opening_theme
4101,"#1: ""Life Gauge"" by mihimaru GT",ending_theme
4101,"#2: ""WISH"" by Nana Inoue",ending_theme
103,"""Kimi Iro Omoi"" by SMAP(TV), Shoko Sawada(DVD)",opening_theme
103,"#1: ""Egao ga Sukidakara"" by Shoko Sawada (eps 1-31)",ending_theme
103,"#2: ""Chacha ni Omakase"" by Masami Suzuki, Tomo Sakurai & Mayumi Akado (eps 32-56)",ending_theme
103,"#3: ""Youkoso Majikaru Sukuuru e"" by Masami Suzuki & Magical Study (eps 57-74)",ending_theme
1912,"""Hanashitaku wa nai"" by FLAME",opening_theme
1912,"""LOOK UP DAYS"" by Michihiro Kuroda",ending_theme
24211,"""Chimeishou (致命傷)"" by Matenrou Opera (摩天楼オペラ)",opening_theme
94,"#1: ""Ignited"" by T.M.Revolution (eps 1-13)",opening_theme
94,"#2: ""Pride"" by High and Mighty Color (eps 14-24)",opening_theme
94,"#3: ""Bokutachi no Yukue (Our Whereabouts)"" by Hitomi Takahashi (eps 25-37)",opening_theme
94,"#4: ""vestige"" by T.M.Revolution (HD Remaster eps 38-50)",opening_theme
94,"#4: ""Wings Of Words"" by Chemistry (eps 38-50)",opening_theme
94,"#1: ""Reason"" by Nami Tamaki (eps 1-13)",ending_theme
94,"#2: ""Life Goes On"" by Mika Arisaka (eps 14-25)",ending_theme
94,"#2: ""Result"" by Nami Tamaki (HD Remaster eps 12-13)",ending_theme
94,"#3: ""I Wanna Go To A Place..."" by Rie Fu (eps 26-37)",ending_theme
94,"#3: ""Shinkai no Kodoku"" by Houko Kuwashima (HD Remaster ep 32)",ending_theme
